"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Mein Geschlecht...";"2. Mein Lebensalter in Jahren ist...";"3. Das Bundesland in dem ich Prüfungen durchführe ist...";"Baden-Württemberg";"Bayern";"Berlin";"Brandenburg";"Bremen";"Hamburg";"Hessen";"Mecklenburg-Vorpommern";"Niedersachsen";"Nordrhein-Westfalen";"Rheinland-Pfalz";"Saarland";"Sachsen";"Sachsen-Anhalt";"Schleswig-Holstein";"Thüringen";"4. Meine Beschäftigungszeit als Prüfer/in beträgt...";"5. Mein Beschäftigungsverhältnis ist...";"Angestellte/r in der Verwaltung";"Beamte/r in der Verwaltung";"Angestellte/r in einer Rettungsdienstschule";"Honorarkraft";"Textfeld";"6. Meine höchste medizinische Qualifikation ist...";"keine medizinische Qualifikation";"Rettungsassistent/in";"Notfallsanitäter/in";"(Not-) ärztliche Qualifiaktion";"Textfeld";"7. Meine höchste pädagogische Qualifikation ist...";"keine pädagogische Qualifikation";"Lehrrettungsassistent/in";"Praxisanleitende Notfallsanitäter/in";"Bildungswissenschaftler/in, Pädagoge/in, Erziehungswissenschaftler/in";"Textfeld";"8. Meine Tätigkeit als Prüfer/in beträgt...";"9. Die Anzahl meiner Prüfungen ist...";"Ergänzungsprüfungen";"Vollprüfungen";"10. Ich bin als Vorsitz einer Prüfungskommission eingesetzt...";"11. Die Ergänzungsprüfung empfinde ich als...";"12. Den Schwierigkeitsgrad der Ergänzungsprüfungen empfinde ich als...";"13. Den zeitlichen Rahmen der Ergänzungsprüfungen empfinde ich als...";"14. Die inhaltliche Vorbereitung auf die Ergänzungsprüfungen empfinde ich als...";"15. Die methodische Vorbereitung auf die Ergänzungsprüfungen empfinde ich als...";"16. Meine Anmerkungen zur Vorbereitung und Durchführung der Ergänzungsprüfungen...";"17. Die Vollprüfungen empfinde ich als...";"18. Den Schwierigkeitsgrad der Vollprüfungen empfinde ich als...";"19. Den zeitlichen Rahmen der Vollprüfungen empfinde ich als...";"20. Die inhaltliche Vorbereitung auf die Vollprüfungen empfinde ich als...";"21. Die methodische Vorbereitung auf die Vollprüfungen empfinde ich als...";"22. Meine Anmerkungen zur Vorbereitung und Durchführung der Vollprüfung...";"23. Nicht bestanden wurden die Ergänzungsprüfungen in den Prüfungsteilen...";"Mündliche Prüfung";"Praktische Prüfung Teil internistische Notfälle";"Praktische Prüfung Teil traumatologische Notfälle";"24. Nicht bestanden wurden die Vollprüfungen in den Prüfungsteilen...";"Schriftliche Prüfung Teil 1";"Schriftliche Prüfung Teil 2";"Schriftliche Prüfung Teil 3";"Mündliche Prüfung";"Praktische Prüfung Teil Reanimation";"Praktische Prüfung Teil internistische Notfälle";"Praktische Prüfung Teil traumatologische Notfälle";"Praktische Prüfung Teil sonstige Notfälle";"25. Welche Gründe haben Ihrer Meinung nach zum Nichtbestehen von Prüfungen geführt?";"26. Nach absolvierter Prüfung erlebe ich die/der/das...";"Fachwissen";"Gewichtung";"Struktur";"Gewichtung";"Verantwortung";"Gewichtung";"Können";"Gewichtung";"Pflichtgefühl";"Gewichtung";"Sorgfalt";"Gewichtung";"Ansehen";"Gewichtung";"Ich verstehe die Frage nicht. Als Lehrender oder als NotSan?";"Gewichtung";"T";"Gewichtung";"Keine";"Gewichtung";"Fühlen sich teilweise zu sicher";"Gewichtung";"Arroganz";"Gewichtung";"Kritikfähigkeit";"Gewichtung";"/";"Gewichtung";
"88401393";"gmnjtvd";"15.11.2021 21:06";"15.11.2021 21:07";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88401522";"vm4br7x";"15.11.2021 21:10";"15.11.2021 21:14";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"zwischen 5 und weniger als 10 Jahren";"";"15";"6";"nein";"40";"50";"70";"70";"50";"";"20";"40";"70";"30";"40";"";"";"1";"";"1";"";"";"";"";"1";"";"";"1";"1";"";"";"3";"67%";"3";"33%";"2";"67%";"3";"67%";"2";"33%";"2";"67%";"2";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88405069";"gzaiztt";"15.11.2021 23:03";"15.11.2021 23:03";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88405169";"rzvakr7";"15.11.2021 23:07";"15.11.2021 23:11";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 10 und weniger als 15 Jahren";"";"10";"5";"nein";"100";"0";"70";"0";"0";"";"20";"30";"20";"30";"30";"";"";"1";"";"";"";"";"";"";"";"";"1";"";"1";"";"";"3";"67%";"5";"";"4";"67%";"2";"33%";"4";"67%";"3";"67%";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88406023";"i9sszry";"15.11.2021 23:40";"15.11.2021 23:41";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88406184";"xhzjagn";"15.11.2021 23:48";"15.11.2021 23:54";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"";"Beisitzer";"";"";"";"1";"";"";"";"1";"";"";"";"Sozialpfleger";"zwischen 1 und weniger als 5 Jahren";"";"7";"12";"nein";"70";"20";"100";"100";"90";"Bücher lesen. Kompetenzen von Kollegen mitnehmen";"10";"100";"10";"70";"70";"";"";"1";"";"1";"";"";"1";"";"1";"";"";"1";"1";"Mangelnde Vorbereitung. Auf die leichte Schulter genommen.";"";"3";"67%";"2";"67%";"1";"100%";"2";"67%";"1";"100%";"2";"67%";"2";"67%";"";"";"";"";"";"";"2";"33%";"";"";"";"";"";"";
"88406279";"udfjusd";"15.11.2021 23:53";"15.11.2021 23:56";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"zwischen 1 und weniger als 5 Jahren";"";"1";"0";"nein";"10";"30";"50";"100";"90";"";"20";"50";"70";"30";"10";"";"";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88406910";"v79upcz";"16.11.2021 00:34";"16.11.2021 00:37";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"weniger als 1 Jahr";"";"0";"2";"nein";"50";"50";"50";"50";"50";"";"10";"40";"30";"70";"70";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4";"100%";"4";"100%";"3";"100%";"3";"100%";"2";"100%";"3";"100%";"3";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88407547";"a74uhpz";"16.11.2021 01:38";"16.11.2021 01:38";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 18 und 20";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88408657";"y7wymwx";"16.11.2021 06:11";"16.11.2021 06:16";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 1 und weniger als 5 Jahren";"";"4";"2";"nein";"40";"50";"40";"60";"60";"Alt Assistenten wenig Std obwohl sie nie ein staatsexamen hatten, Neue rettass mit staatsexamen teils 960 Std weil sie nicht sls rettass angestellt waren";"30";"70";"40";"40";"30";"Viel zu hohe Durchfallquote in einem 3 jährigen Ausbildungsberuf, Da stimmt was nicht";"";"1";"1";"1";"";"1";"";"";"1";"1";"";"";"1";"Unterschiedliche Sichtweise Prüfer";"";"3";"67%";"2";"67%";"2";"67%";"3";"67%";"4";"33%";"3";"33%";"4";"33%";"";"";"";"";"";"";"";"";"1";"67%";"";"";"";"";
"88408722";"h3cpqqe";"16.11.2021 06:31";"16.11.2021 06:38";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"1";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"";"1";"";"";"1";"";"";"";"";"1";"";"";"";"";"1";"1";"1";"";"zwischen 5 und weniger als 10 Jahren";"";"300";"250";"nein";"30";"40";"10";"40";"30";"";"20";"50";"0";"10";"70";"";"";"1";"1";"1";"";"";"1";"";"1";"1";"1";"1";"1";"Prüfling hat zu sehr wert darauf gelegt, was die PK sehen möchte. Gleichzeitig können gelegentlich durchgeführte Maßnahmen nicht begründet werden. Dabei ist es förderlich, wenn der Prüfling den Fokus auf das Szenario hat und seine Maßnahmen begründen kann, sodass es für prüfende nachvollziehbar ist.";"";"2";"67%";"1";"100%";"1";"100%";"2";"67%";"2";"67%";"3";"67%";"3";"33%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88409283";"ubwbbqa";"16.11.2021 08:05";"16.11.2021 08:08";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 1 und weniger als 5 Jahren";"";"5";"26";"nein";"20";"70";"20";"30";"20";"";"10";"20";"0";"20";"10";"";"";"1";"1";"1";"";"";"";"";"1";"1";"1";"1";"1";"";"";"1";"100%";"1";"100%";"3";"67%";"2";"33%";"2";"67%";"2";"67%";"3";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88409419";"fdyigjm";"16.11.2021 08:18";"16.11.2021 08:22";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 5 und weniger als 10 Jahren";"";"3";"1";"nein";"20";"80";"40";"70";"70";"";"20";"60";"30";"20";"60";"";"";"1";"";"1";"";"1";"";"";"1";"";"";"";"1";"";"";"2";"";"2";"67%";"3";"100%";"3";"67%";"4";"";"3";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88410073";"dkfbbzr";"16.11.2021 09:00";"16.11.2021 09:03";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"";"";"Beamter";"";"";"";"1";"";"";"";"";"1";"1";"";"";"zwischen 1 und weniger als 5 Jahren";"";"40";"0";"nein";"50";"50";"50";"60";"60";"";"50";"50";"70";"70";"50";"";"";"1";"1";"1";"";"";"";"";"1";"";"1";"1";"1";"";"";"4";"33%";"2";"67%";"2";"67%";"3";"67%";"2";"67%";"3";"33%";"3";"33%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88428899";"yrbmstd";"16.11.2021 16:13";"16.11.2021 16:14";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88436925";"pgts4jg";"16.11.2021 19:38";"16.11.2021 19:42";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 5 und weniger als 10 Jahren";"";"150";"50";"nein";"10";"90";"40";"30";"30";"";"0";"50";"0";"0";"0";"";"";"1";"1";"1";"";"";"";"";"1";"1";"1";"1";"1";"";"";"1";"100%";"1";"100%";"1";"100%";"1";"100%";"1";"100%";"2";"67%";"2";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88450207";"9msd3zj";"17.11.2021 09:27";"17.11.2021 09:31";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Teilzeit (50% und mehr)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"zwischen 5 und weniger als 10 Jahren";"";"10";"4";"nein";"30";"30";"70";"100";"70";"";"40";"0";"70";"100";"90";"";"";"1";"1";"1";"";"1";"1";"1";"1";"1";"1";"1";"1";"Gravierende fachliche Mängel";"";"5";"100%";"1";"67%";"1";"67%";"5";"100%";"4";"67%";"5";"100%";"1";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88477541";"tbph397";"17.11.2021 22:28";"17.11.2021 22:30";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"1";"";"zwischen 5 und weniger als 10 Jahren";"";"8";"3";"nein";"20";"20";"80";"80";"80";"";"0";"0";"0";"0";"0";"";"";"";"1";"1";"";"";"";"";"";"";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88478184";"7iztnre";"17.11.2021 22:52";"17.11.2021 22:56";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"";"Praxisanleiter";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 1 und weniger als 5 Jahren";"";"6";"4";"nein";"0";"80";"10";"0";"0";"";"0";"90";"0";"0";"0";"";"";"1";"1";"1";"";"";"";"";"1";"1";"1";"1";"1";"Fixierungsfehler";"";"1";"100%";"1";"100%";"1";"100%";"1";"100%";"1";"67%";"1";"100%";"3";"33%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88479156";"fh9xkgr";"17.11.2021 23:26";"17.11.2021 23:31";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"zwischen 1 und weniger als 5 Jahren";"";"3";"2";"nein";"60";"20";"50";"50";"50";"";"70";"70";"70";"20";"50";"";"";"1";"1";"1";"";"1";"1";"1";"";"1";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88483794";"3eymfnu";"18.11.2021 08:35";"18.11.2021 09:02";"teilgenommen und beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"Berufspädagoge für Gesundheitsberufe";"zwischen 5 und weniger als 10 Jahren";"";"16";"5";"nein";"10";"50";"50";"30";"50";"";"30";"50";"50";"50";"50";"";"";"1";"1";"1";"";"";"";"";"";"1";"";"";"1";"";"";"2";"67%";"2";"67%";"3";"33%";"2";"33%";"3";"33%";"3";"33%";"3";"33%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88509615";"43pc4yc";"18.11.2021 19:38";"18.11.2021 19:41";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 1 und weniger als 5 Jahren";"";"0";"5";"nein";"0";"60";"0";"80";"60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88513936";"k33ytuj";"18.11.2021 21:44";"18.11.2021 21:44";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88527950";"ucqwfrv";"19.11.2021 12:50";"19.11.2021 12:59";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Teilzeit (weniger als 50%)";"";"";"";"";"";"Praxisanleiter als Mitglied des Prüfungsausschusses";"";"";"";"1";"";"";"";"";"1";"1";"";"Berufsschullehrer für Berufe im Bereich Gesundheit und Pflege";"zwischen 1 und weniger als 5 Jahren";"";"0";"2";"nein";"10";"60";"70";"20";"20";"Habe ich nur als Teilnehmer erlebt.";"0";"80";"0";"0";"10";"Qualität ist sehr abhängig von der jeweiligen Bildungseinrichtung";"";"";"";"";"";"";"";"";"";"";"";"";"";"Es gab bislang keinen von mir geprüften Azubi, der nicht bestanden hätte.";"";"1";"67%";"1";"67%";"1";"67%";"1";"100%";"1";"67%";"3";"67%";"2";"0%";"";"";"";"";"";"";"";"";"";"";"4";"100%";"";"";
"88765261";"nvrxujk";"29.11.2021 11:00";"29.11.2021 11:02";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"1";"";"";"";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"zwischen 1 und weniger als 5 Jahren";"";"4";"0";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"88856480";"suqvhgg";"01.12.2021 23:49";"01.12.2021 23:53";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 1 und weniger als 5 Jahren";"";"3";"3";"nein";"30";"30";"30";"70";"70";"Viel Eigenstudium im Vorfeld nötig. Mindestens 6 Monate Vorbereitungszeit";"40";"60";"20";"10";"10";"";"";"";"1";"";"";"";"1";"1";"";"";"";"1";"";"Unklare Fragestellungen. Ausweichende Antworten der Prüflinge.";"";"3";"";"2";"67%";"3";"";"3";"67%";"2";"67%";"2";"67%";"1";"100%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89863123";"nxdeqxa";"28.01.2022 17:41";"28.01.2022 17:45";"teilgenommen, aber noch nicht beendet";"";"zwischen 51 und 60";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"";"Praxisanleiter im Rettungsdienst";"";"";"";"1";"";"";"";"";"";"1";"";"";"weniger als 1 Jahr";"";"1";"8";"nein";"60";"60";"60";"70";"70";"";"40";"40";"40";"40";"40";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89865592";"cthdzcm";"28.01.2022 20:22";"28.01.2022 20:24";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 10 und weniger als 15 Jahren";"";"5";"2";"nein";"30";"70";"40";"60";"70";"";"30";"40";"30";"30";"30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89865840";"sx7fkwx";"28.01.2022 20:42";"28.01.2022 20:42";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89865924";"z3u77va";"28.01.2022 20:48";"28.01.2022 20:49";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89866098";"kmjxryd";"28.01.2022 21:01";"28.01.2022 21:06";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"zwischen 5 und weniger als 10 Jahren";"";"60";"36";"nein";"0";"30";"0";"0";"0";"";"0";"30";"0";"0";"0";"";"";"1";"1";"1";"";"";"";"";"1";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89866399";"q3jdbd9";"28.01.2022 21:22";"28.01.2022 21:29";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 1 und weniger als 5 Jahren";"";"15";"5";"nein";"0";"0";"0";"10";"30";"Viele Ergänzungsprüfungen war nur ein durchwinken mit viel Augen zudrücken.";"10";"80";"0";"60";"30";"";"";"1";"1";"1";"";"1";"1";"1";"1";"";"1";"1";"1";"Fehlende Sicherheit, fehlende fachliche Kompetenz, Übermut";"";"2";"100%";"2";"67%";"4";"100%";"3";"100%";"3";"67%";"3";"100%";"1";"100%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89866492";"4jx4wvx";"28.01.2022 21:30";"28.01.2022 21:33";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"weniger als 1 Jahr";"";"0";"1";"nein";"50";"80";"50";"50";"50";"";"10";"30";"40";"0";"10";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"Mangelnde eigenreflexion";"";"2";"67%";"2";"67%";"3";"33%";"3";"33%";"3";"33%";"3";"33%";"3";"33%";"";"";"";"";"";"";"";"";"";"";"";"";"3";"33%";
"89866502";"hvi3rhr";"28.01.2022 21:31";"28.01.2022 21:36";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"";"Praxisanleiter";"";"";"";"1";"";"";"";"";"";"1";"";"";"weniger als 1 Jahr";"";"0";"1";"nein";"50";"50";"10";"70";"20";"";"10";"0";"30";"40";"30";"";"";"1";"1";"1";"";"1";"";"";"";"";"1";"1";"";"";"";"2";"67%";"2";"67%";"1";"67%";"2";"67%";"3";"67%";"2";"33%";"2";"67%";"";"";"";"";"3";"67%";"";"";"";"";"";"";"";"";
"89866787";"a4irxei";"28.01.2022 21:55";"28.01.2022 21:58";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 5 und weniger als 10 Jahren";"";"10";"3";"nein";"20";"50";"30";"40";"20";"";"0";"70";"40";"20";"30";"";"";"1";"1";"1";"";"";"";"";"";"1";"";"1";"";"";"";"2";"67%";"1";"67%";"1";"67%";"2";"67%";"3";"67%";"3";"";"1";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89866985";"wahrmbg";"28.01.2022 22:16";"28.01.2022 22:20";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"zwischen 5 und weniger als 10 Jahren";"";"10";"5";"nein";"0";"20";"70";"20";"20";"";"10";"20";"70";"10";"10";"";"";"1";"1";"1";"";"";"";"";"1";"1";"";"1";"";"Aufregung";"";"2";"67%";"2";"33%";"2";"67%";"3";"33%";"1";"33%";"1";"67%";"3";"0%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
