"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Mein Geschlecht...";"2. Mein Lebensalter in Jahren ist...";"3. Das Bundesland in dem ich Standart-Arbeitsanweisungen oder Muster-Algorithmen durchführe ist...";"Baden-Württemberg";"Bayern";"Berlin";"Brandenburg";"Bremen";"Hamburg";"Hessen";"Mecklenburg-Vorpommern";"Niedersachsen";"Nordrhein-Westfalen";"Rheinland-Pfalz";"Saarland";"Sachsen";"Sachsen-Anhalt";"Schleswig-Holstein";"Thüringen";"4. Meine rettungsdienstliche Beschäftigung beträgt...";"5. Meine rettungsdienstliche Tätigkeit beträgt...";"6. Ich gehöre zu einer der folgenden Berufsgruppen:";"7. Inwieweit wurden bisher Ihre vorgegebenen Standard-Arbeitsanweisungen bzw. Muster-Algorithmen genau so (1:1) von Ihnen in realen Einsatzsituationen so umgesetzt, wie diese beschrieben sind?";"8. Bei welchen Einsatzsituationen konnten Ihre Standard-Arbeitsanweisungen bzw. Muster-Algorithmen nicht genau so (1:1) umgesetzt werden?";"9. Was denken Sie?  Welche Gründe verhinderten die 1:1 Umsetzung Ihrer Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen?";"10. Was denken Sie?  Welche Faktoren waren für die Umsetzung Ihrer Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen hilfreich?";
"60784448";"18f8d67";"15.09.2019 20:43";"15.09.2019 20:44";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"Notfallsanitäter/-innen";"80";"";"";"";
"60784472";"56df9fa";"15.09.2019 20:44";"15.09.2019 20:45";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"Rettungshelfer/-innen";"";"";"";"";
"60784545";"fdc9396";"15.09.2019 20:46";"15.09.2019 20:49";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Notfallsanitäter/-innen";"0";"Bisher keine";"Unzureichende Vorarbeit. Gesetzliche Bestimmungen etc. hätten vorab geklärt werden müssen.";"";
"60784562";"3f9c081";"15.09.2019 20:47";"15.09.2019 20:48";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"Notfallsanitäter/-innen";"";"";"";"";
"60784655";"0474c10";"15.09.2019 20:51";"15.09.2019 20:54";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Notfallsanitäter/-innen";"80";"Immer dann, wenn die Diagnose nicht direkt ins Leitbild passt oder die Gegebenheiten nicht identisch sind bzw. Nicht nach „Lehrbuch“";"Rechtliche Bedenken bzw. Situationen die nicht mit einer klaren Diagnose einhergehen";"";
"60784669";"f3cc42f";"15.09.2019 20:52";"15.09.2019 20:56";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"Rettungsassistenten/-innen";"20";"Viele Einsatz Bilder passen nicht stringend in die Algorhythmen., Da bei uns bei Anwendung der Maßnahmen eh ein NA alarmiert wird der ähnlich schnell am Einsatzort ist, ist die alleinige Anwendung nur bei akutem Schmerz oder vitaler Bedrohung sinnvoll.";"Fehlendes Vertrauen in die RD'ler vor Ort und viel zu große Lobby der Ärzte";"";
"60784672";"04fd224";"15.09.2019 20:52";"15.09.2019 20:53";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Notfallsanitäter/-innen";"100";".";".";"";
"60784701";"b818988";"15.09.2019 20:53";"15.09.2019 20:59";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Notfallsanitäter/-innen";"90";"Das vorgegebene Analgetikum hatte zu wenig analgetische Potenz und sollte über 10-15 min. infunfiert werden. Bei stärksten Schmerzen war dies so nicht zu vertreten (und es wurde außerhalb der SOP auf ein geeigneteres Mittel zurückgegriffen).";"Die vorgeschlagene Maßnahme war nicht adäquat und es standen bessere Maßnahmen zu Verfügung.";"";
"60784926";"1884b11";"15.09.2019 21:04";"15.09.2019 21:05";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Notfallsanitäter/-innen";"";"";"";"";
"60784934";"303d428";"15.09.2019 21:05";"15.09.2019 21:05";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Notfallsanitäter/-innen";"100";"keinen";"keine";"";
"60785054";"5dfa05d";"15.09.2019 21:09";"15.09.2019 21:10";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Rettungsassistenten/-innen";"";"";"";"";
"60785090";"6c7896f";"15.09.2019 21:11";"15.09.2019 21:14";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Notfallsanitäter/-innen";"80";"Verkehrsunfälle mit schwer erreichbaren Patienten, Mehrfachverletzte ( beispielsweise Schwerbrandverletzter Rollstuhlfahrer)";"Die Einsatzsituation , der eingeschränkte Zugang zum Patienten.";"";
"60785111";"2d9afda";"15.09.2019 21:12";"15.09.2019 21:13";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Rettungsassistenten/-innen";"";"";"";"";
"60785166";"d2697d3";"15.09.2019 21:14";"15.09.2019 21:15";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"Notfallsanitäter/-innen";"";"";"";"";
"60785259";"242f48e";"15.09.2019 21:17";"15.09.2019 21:31";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Notfallsanitäter/-innen";"80";"- Überschreiten von Maximaldosierungen zum erreichen von suffizienter Versorgung bei z.B. Analgesie, z.B. in Verbindung mit langen Eintreffzeiten des NA, - Abbestellen / Bewusstes nicht Nachalamieren von NA bei kiritischen Patienten die einen Raschen Transport / Versorgung in die Klink benötigen, - Bewusstes ignorieren von Kontraindikation, da keine freigegeben / vorgehaltene Alternative verfügbar";"- zu Statisch , - bei Kontraindikationen keine Alternative (bei Analgesie durch traumatische Ursachen steht nur Esketamin zur Verfügung / Freigegeben, wenn KI erfüllt, steht keine Alternative zur Verfügung), - Nachforderung eines NA bei Anwendung eines Algorithmus obligat, daher z.T. verzicht bei kürzeren Transportwegen als mögliche Anwendung";"";
"60785279";"c018191";"15.09.2019 21:20";"15.09.2019 21:21";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"Notfallsanitäter/-innen";"";"";"";"";
"60785324";"d03d380";"15.09.2019 21:22";"15.09.2019 21:25";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Notfallsanitäter/-innen";"70";"Anaphylaxie,  Analgesie, etc., Oder wenn Na die Bühne betritt";"Pat. passte nicht genau auf die saa";"";
"60785383";"122ac73";"15.09.2019 21:24";"15.09.2019 21:25";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"Rettungssanitäter /-innen";"";"";"";"";
"60785620";"2df3f54";"15.09.2019 21:35";"15.09.2019 21:38";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Multiple Krankheitsbilder";"Einsatzsituation und Äußere Umständen";"";
"60785745";"cc99243";"15.09.2019 21:40";"15.09.2019 21:41";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notärzte / Notärztinnen";"90";"";"";"";
"60785776";"d100b35";"15.09.2019 21:41";"15.09.2019 21:44";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Abweichungen von der Norm";"Abweichungen von dem Norm Patienten.";"";
"60785795";"d2ad952";"15.09.2019 21:42";"15.09.2019 21:43";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60785814";"19a104d";"15.09.2019 21:43";"15.09.2019 21:46";"teilgenommen und beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"50";"Fehlende Erfahrung führt zu Unsicherheit und damit dazu dass Algorithmen nicht umgesetzt werden";"Sie haben oft mit der Realität nichts zu tun";"";
"60785818";"42ab735";"15.09.2019 21:43";"15.09.2019 21:47";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"Akutes Koronarsyndrom, Abdominelle Schmerzen";"Allergien auf vorgegebene Medikamente, Medikamentendosierung nicht Körpergewichtsadaptiert";"";
"60785846";"3c804bd";"15.09.2019 21:45";"15.09.2019 21:46";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60785892";"6b2c3d3";"15.09.2019 21:48";"15.09.2019 21:59";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"30";"- Einsätze mit psychisch kranken, - Einsätze mit Notarzt (bei geringem Zeitvorteil), - Einsätze mit Hausärzten, - Patienten mit schlechten Sprachkenntnissen/Kommunikationsschwierigkeiten";"Unsicherheit des Anwenders, Einsatzführung durch ärztliches Personal, Schlechte Kooperation der Patienten (Demenz, Sprachbarriere, Angst, psych. Ausnahmezustand), Unterschiedliche SOP´s &amp; Medikamente (Bayern: Empfehlungen und Freigaben der ÄLRD überschneiden sich nur teilweise mit den erlernten DBRD-Algorithmen).";"";
"60785894";"002368c";"15.09.2019 21:48";"15.09.2019 21:50";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"30";"Reanimation, Polytrauma";"Patienten passen nicht dazu";"";
"60786005";"e9fc97a";"15.09.2019 21:54";"15.09.2019 21:55";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60786038";"2b61789";"15.09.2019 21:57";"15.09.2019 21:59";"teilgenommen und beendet";"";"zwischen 31 und 40";"";"1";"";"";"";"";"";"1";"";"";"";"1";"1";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"ACS";"Nicht abstrakt genug formuliert.";"";
"60786181";"f36547d";"15.09.2019 22:04";"15.09.2019 22:05";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60786242";"3f8f529";"15.09.2019 22:07";"15.09.2019 22:08";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"60";"";"";"";
"60786247";"661ea3e";"15.09.2019 22:08";"15.09.2019 22:09";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 18 und 20";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"";"";"";"";
"60786295";"5daeb86";"15.09.2019 22:11";"15.09.2019 22:12";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"";"";"";"";
"60786300";"80dc28f";"15.09.2019 22:11";"15.09.2019 22:13";"teilgenommen und beendet";"weiblich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"—";"—";"";
"60786325";"93cf087";"15.09.2019 22:13";"15.09.2019 22:19";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"90";"Indikationsrahmen der SOP/SAA nicht genau genug, daher z.B. keine medikamentöse Therapie bei fragl. - aber nicht ausgeschlossenem - ACS., Weiterhin generell in RLP SAAs nur für wenige Notfälle, m.E. wichtige Notfälle nicht adäquat abgebildet";"Unausgereiftheit der SOP RLP in fachlicher, methodischer sowie thematischer Hinsicht";"";
"60786382";"05ea6ef";"15.09.2019 22:14";"15.09.2019 22:22";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";"* Analgesie mit im Ernstfall schlicht zu wenig potenten Analgetika (nur Paracetamol freigegeben), * Bayotensin p.o. als einziges Medikament zur Hypertensiven Entgleisung (nicht steuerbar, merklicher Effekteintritt erst bei Eintreffen am Krankenhaus)";"Umständlicher Rückmeldebogen für jede Maßnahme benötigt = immer doppelt Papierkram ausfüllen + Faxen";"";
"60786397";"77da03a";"15.09.2019 22:17";"15.09.2019 22:18";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60786580";"2e6b43f";"15.09.2019 22:27";"15.09.2019 22:27";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungssanitäter /-innen";"";"";"";"";
"60786627";"591d3d8";"15.09.2019 22:28";"15.09.2019 22:30";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"0";"";"Fehlende Freigabe durch ÄLRD und Dienstherrn";"";
"60786640";"ba5f626";"15.09.2019 22:30";"15.09.2019 22:32";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notärzte / Notärztinnen";"80";"Anaphylaxie";"Arbeitsanweisung zu unflexibel";"";
"60786690";"b39f95e";"15.09.2019 22:33";"15.09.2019 22:36";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"ACS, Hypertensive Entgleisung, Stroke, Analgesie";"Patientencompliane, unbekannte Situation vor Ort";"";
"60786802";"2b04aea";"15.09.2019 22:40";"15.09.2019 22:41";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"zwischen 3 und 5 Jahren";"Rettungssanitäter /-innen";"";"";"";"";
"60786890";"fce1cdc";"15.09.2019 22:46";"15.09.2019 22:48";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Herantastende Dosierung von Medikamenten bei Unsicherheiten seitens des Pat. bezogen aufs Körpergewicht";"Herantastende Dosierung von Medikamenten bei Unsicherheiten seitens des Pat. bezogen aufs Körpergewicht";"";
"60786912";"fd8f4a3";"15.09.2019 22:47";"15.09.2019 22:48";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60787066";"d7ef044";"15.09.2019 22:56";"18.09.2019 03:43";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"90";"";"";"";
"60787083";"0ca9c22";"15.09.2019 22:59";"15.09.2019 23:00";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Keiner";"-";"Taschenkarten";
"60787127";"08c8707";"15.09.2019 23:01";"15.09.2019 23:02";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";
"60787148";"a334d32";"15.09.2019 23:02";"15.09.2019 23:03";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"";"";"";
"60787213";"82ac949";"15.09.2019 23:07";"15.09.2019 23:08";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60787385";"59f4f04";"15.09.2019 23:23";"15.09.2019 23:24";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60787445";"bf1cfa8";"15.09.2019 23:27";"15.09.2019 23:29";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60787492";"98060b1";"15.09.2019 23:33";"15.09.2019 23:34";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 18 und 20";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"";"";"";"";
"60787503";"8fc481f";"15.09.2019 23:34";"15.09.2019 23:37";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";".";".";"Häufige Übung und drillen der Maßnahme";
"60787638";"6122d94";"15.09.2019 23:49";"15.09.2019 23:50";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";
"60787797";"c4ef078";"16.09.2019 00:11";"16.09.2019 00:14";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";
"60787811";"d0dfb87";"16.09.2019 00:15";"16.09.2019 00:16";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 18 und 20";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"20";"";"";"";
"60787904";"c9e999b";"16.09.2019 00:29";"16.09.2019 00:33";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60787943";"ec76d23";"16.09.2019 00:39";"16.09.2019 00:45";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungssanitäter /-innen";"70";"Instabile Bradycardie, Analgesie, ACS";"Die Standard-Arbeitsanweisungen sind nicht vollständig  leitlinien-konform und werden daher wenig akzeptiert.";"Die Aussicht auf Therapieerfolg.";
"60787953";"1115f47";"16.09.2019 00:39";"16.09.2019 00:42";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"70";"";"";"";
"60787972";"07884f1";"16.09.2019 00:44";"16.09.2019 00:48";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"60";"Herzinfarkt, Lungenödem, , Da kein Morphin auf dem RTW";"Keine Freigabe von BTM dem RTW, , Kollegen trauen sich nicht zu Medikamente ohne den Notarzt zu spritzen";"Sichere Freigabe der Handlungsempfehlungen und Medikamente für Notfallsanitäter";
"60788013";"687568e";"16.09.2019 00:51";"16.09.2019 00:52";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"70";"";"";"";
"60788179";"eb8ac6f";"16.09.2019 01:29";"16.09.2019 01:32";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 18 und 20";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"40";"";"Keine SOPs/Freigraben";"";
"60788190";"5266c45";"16.09.2019 01:33";"16.09.2019 01:33";"teilgenommen, aber noch nicht beendet";"";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60788302";"1d16cc7";"16.09.2019 01:57";"16.09.2019 02:02";"teilgenommen und beendet";"weiblich";"zwischen 41 und 50";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Rettungsassistenten/-innen";"80";"Traumata und Reanimation";"Die Einsatzsituation, der Patient, Sprachbarrieren";"Keine Ahnung";
"60788608";"9ba22d2";"16.09.2019 02:46";"16.09.2019 02:48";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60788988";"c09a258";"16.09.2019 04:07";"16.09.2019 04:08";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60789232";"80a054d";"16.09.2019 04:59";"16.09.2019 05:00";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60789244";"a57ad69";"16.09.2019 05:03";"16.09.2019 05:03";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"50";"";"";"";
"60789362";"03da1a1";"16.09.2019 05:33";"16.09.2019 05:34";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notärzte / Notärztinnen";"";"";"";"";
"60789447";"5f291d7";"16.09.2019 05:59";"16.09.2019 06:04";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"10";"Fast Alle";"Einsatzsituationen differieren zu den SAA‘s";"Nur der Rahmen als Orientierung";
"60789565";"787b07c";"16.09.2019 06:17";"16.09.2019 06:17";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"";"";"";
"60789586";"cb0cb52";"16.09.2019 06:22";"16.09.2019 06:22";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60789589";"0d11ba7";"16.09.2019 06:22";"16.09.2019 06:23";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
