evaluation_number,source_file,timestamp_raw,filled_feedbacks,questions_count,item_index,question_text,n,mean_exported
7,feedback_eigene Evaluation-07.csv,"Sonntag, 9. November 2025, 22:50",33,46,45,"Mir ist klar, wie ich die behandelten Inhalte im Arbeitsalltag anwenden kann.",33,1.757575758
7,feedback_eigene Evaluation-07.csv,"Sonntag, 9. November 2025, 22:50",33,46,46,Was muss in Bezug zur Evaluation dieser beruflicher Handlungssituationen noch gesagt werden?,0,
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,1,Diese Berufliche Handlungssituation gefällt mir generell gut.,10,2.1
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,2,Die Lernatmosphäre ist angenehm.,10,2.1
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,3,Das Lernen macht mir Spaß.,10,2.2
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,4,Ich finde die Bearbeitung für meinen Beruf nützlich.,10,1.6
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,5,Zeit in die Bearbeitung zu investieren ist sinnvoll.,10,1.8
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,6,Ich kann die Bearbeitungsinhalte in meinem Beruf anwenden.,10,2.1
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,7,Ich ziehe persönlichen Nutzen aus der Bearbeitung.,10,1.5
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,8,Die Inhalte sind verständlich.,10,1.4
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,9,Die Sprache (Fremd- und Fachwörter) ist verständlich.,10,1.4
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,10,ch komme thematisch mit.,10,1.3
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,11,Die Zeit ist ausreichend für die bearbeiteten Themen.,10,1.5
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,12,"Ich habe den Eindruck, mein Wissen erweitert sich langfristig.",10,1.9
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,13,Ich kann mir die neuen Themen gut merken.,10,2.2
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,14,"Ich denke, ich werde auch einige Zeit nach der Bearbeitung noch berichten können, was ich gelernt habe.",10,2.0
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,15,Ich werde das Gelernte im beruflichen Alltag anwenden.,10,2.2
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,16,"Ich finde es gut, dass die beruflichen Handlungssituationen vermittelt bzw. besprochen werden.",10,1.6
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,17,Ich würde die Bearbeitung der Inhalte meinen Kollegen empfehlen.,10,1.7
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,18,Es werden zuerst Probleme thematisiert und durch ihre Bearbeitung lerne ich somit die Themen.,9,2.5
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,19,Ich kann echte Probleme bearbeiten und darin die zuvor gelernten Inhalte vertiefen.,9,2.5
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,20,Es werden wahre Vorfälle aus meinem Arbeitsalltag vorgestellt und durch das selbständige Entwickeln von Lösungen kann ich die Themen vertiefen.,9,2.3
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,21,"Es werden Situationen aus dem Arbeitsalltag vorgestellt und ich muss herausfinden, was das mit dem jeweiligen Thema zu tun hat.",9,2.6
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,22,"Es werden problematische Situationen aus dem Arbeitsalltag vorgestellt und ich muss herausfinden, mit welchen Fähigkeiten/welchem Wissen die Situation hätte verbessert werden können.",9,2.2
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,23,"In der beruflichen Handlungssituation werden Situationen vorgestellt, die ich dann auf die jeweilige Aufgabe hin genauer betrachte.",9,1.9
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,24,Ich kann mein eigenes Wissen in die Bearbeitung mit einbringen.,10,1.9
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,25,Auf meine bisherigen Erfahrungen zu den behandelten Themen wird eingegangen.,10,2.1
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,26,Ich kann mein berufliches Wissen in die Bearbeitung mit einbringen.,10,1.9
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,27,Ich kann meine bisherigen beruflichen Erlebnisse einbringen.,10,2.1
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,28,"Die Lernbegleiter*innen fordern mich auf, mein Wissen und meine Erlebnisse bei der Bearbeitung aus dem Berufsalltag einzubringen",10,2.4
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,29,Inhalte werden mit konkreten Beispielen erläutert.,10,2.3
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,30,Die Lernziele sind mir bekannt.,10,2.7
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,31,Die Lernziele werden erreicht.,9,1.8
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,32,"Die Lernbegleiter*innen machen deutlich, welches die zentralen Punkte der besprochenen Themen sind.",10,2.8
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,33,"Am Anfang der beruflichen Handlungssituation werden die Ziele bekannt gegeben, die mit der Bearbeitung erreicht werden sollten.",10,3.7
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,34,Die eingesetzten Medien sind für mein Verständnis hilfreich.,10,1.7
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,35,Die eingesetzten Medien sind zur Präsentation der Inhalte geeignet.,10,2.0
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,36,Ich kann das Gelernte bei der Bearbeitung üben.,10,2.7
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,37,Ich bekomme bei der Bearbeitung Feedback zu meinem Verhalten / meiner Leistung.,10,3.3
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,38,Ich kann das Feedback umsetzen und bei der Bearbeitung an meinem Verhalten / meiner Leistung arbeiten.,10,2.8
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,39,"Bei der Bearbeitung habe ich die Möglichkeit, Dinge, die ich später in der Arbeit umsetzen soll, schon einmal auszuprobieren.",10,3.5
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,40,"Das Feedback aus der Bearbeitung hilft mir, weiter am Gelernten zu arbeiten.",10,2.7
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,41,Inhalte werden in Diskussionen vertieft.,10,1.6
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,42,Ich habe Gelegenheit das Gelernte zu reflektieren.,10,2.1
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,43,"In der Diskussion erfahre ich, dass Kollegen andere Sichtweisen zu den behandelten Themen haben.",9,1.9
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,44,Ich kenne die Wichtigkeit der einzelnen Themen für unterschiedliche Situationen,10,1.7
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,45,"Mir ist klar, wie ich die behandelten Inhalte im Arbeitsalltag anwenden kann.",10,1.8
8,feedback_eigene Evaluation-08.csv,"Sonntag, 9. November 2025, 22:50",10,46,46,Was muss in Bezug zur Evaluation dieser beruflicher Handlungssituationen noch gesagt werden?,2,
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,1,Diese Berufliche Handlungssituation gefällt mir generell gut.,7,2.142857143
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,2,Die Lernatmosphäre ist angenehm.,7,2.0
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,3,Das Lernen macht mir Spaß.,7,2.142857143
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,4,Ich finde die Bearbeitung für meinen Beruf nützlich.,7,1.714285714
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,5,Zeit in die Bearbeitung zu investieren ist sinnvoll.,7,1.714285714
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,6,Ich kann die Bearbeitungsinhalte in meinem Beruf anwenden.,7,1.571428571
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,7,Ich ziehe persönlichen Nutzen aus der Bearbeitung.,7,1.571428571
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,8,Die Inhalte sind verständlich.,7,1.571428571
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,9,Die Sprache (Fremd- und Fachwörter) ist verständlich.,7,1.571428571
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,10,ch komme thematisch mit.,7,1.142857143
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,11,Die Zeit ist ausreichend für die bearbeiteten Themen.,7,1.714285714
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,12,"Ich habe den Eindruck, mein Wissen erweitert sich langfristig.",7,2.142857143
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,13,Ich kann mir die neuen Themen gut merken.,7,2.142857143
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,14,"Ich denke, ich werde auch einige Zeit nach der Bearbeitung noch berichten können, was ich gelernt habe.",7,1.857142857
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,15,Ich werde das Gelernte im beruflichen Alltag anwenden.,7,2.285714286
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,16,"Ich finde es gut, dass die beruflichen Handlungssituationen vermittelt bzw. besprochen werden.",7,1.714285714
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,17,Ich würde die Bearbeitung der Inhalte meinen Kollegen empfehlen.,7,1.714285714
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,18,Es werden zuerst Probleme thematisiert und durch ihre Bearbeitung lerne ich somit die Themen.,7,2.571428571
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,19,Ich kann echte Probleme bearbeiten und darin die zuvor gelernten Inhalte vertiefen.,7,2.142857143
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,20,Es werden wahre Vorfälle aus meinem Arbeitsalltag vorgestellt und durch das selbständige Entwickeln von Lösungen kann ich die Themen vertiefen.,7,2.0
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,21,"Es werden Situationen aus dem Arbeitsalltag vorgestellt und ich muss herausfinden, was das mit dem jeweiligen Thema zu tun hat.",7,2.571428571
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,22,"Es werden problematische Situationen aus dem Arbeitsalltag vorgestellt und ich muss herausfinden, mit welchen Fähigkeiten/welchem Wissen die Situation hätte verbessert werden können.",7,1.857142857
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,23,"In der beruflichen Handlungssituation werden Situationen vorgestellt, die ich dann auf die jeweilige Aufgabe hin genauer betrachte.",7,2.285714286
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,24,Ich kann mein eigenes Wissen in die Bearbeitung mit einbringen.,7,2.142857143
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,25,Auf meine bisherigen Erfahrungen zu den behandelten Themen wird eingegangen.,7,2.0
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,26,Ich kann mein berufliches Wissen in die Bearbeitung mit einbringen.,7,2.142857143
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,27,Ich kann meine bisherigen beruflichen Erlebnisse einbringen.,7,2.142857143
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,28,"Die Lernbegleiter*innen fordern mich auf, mein Wissen und meine Erlebnisse bei der Bearbeitung aus dem Berufsalltag einzubringen",7,2.142857143
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,29,Inhalte werden mit konkreten Beispielen erläutert.,7,2.142857143
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,30,Die Lernziele sind mir bekannt.,7,2.285714286
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,31,Die Lernziele werden erreicht.,6,1.428571429
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,32,"Die Lernbegleiter*innen machen deutlich, welches die zentralen Punkte der besprochenen Themen sind.",7,2.0
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,33,"Am Anfang der beruflichen Handlungssituation werden die Ziele bekannt gegeben, die mit der Bearbeitung erreicht werden sollten.",7,2.571428571
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,34,Die eingesetzten Medien sind für mein Verständnis hilfreich.,7,2.0
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,35,Die eingesetzten Medien sind zur Präsentation der Inhalte geeignet.,7,2.0
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,36,Ich kann das Gelernte bei der Bearbeitung üben.,7,2.428571429
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,37,Ich bekomme bei der Bearbeitung Feedback zu meinem Verhalten / meiner Leistung.,7,2.142857143
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,38,Ich kann das Feedback umsetzen und bei der Bearbeitung an meinem Verhalten / meiner Leistung arbeiten.,7,2.285714286
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,39,"Bei der Bearbeitung habe ich die Möglichkeit, Dinge, die ich später in der Arbeit umsetzen soll, schon einmal auszuprobieren.",7,2.428571429
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,40,"Das Feedback aus der Bearbeitung hilft mir, weiter am Gelernten zu arbeiten.",7,2.571428571
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,41,Inhalte werden in Diskussionen vertieft.,7,1.571428571
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,42,Ich habe Gelegenheit das Gelernte zu reflektieren.,7,2.0
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,43,"In der Diskussion erfahre ich, dass Kollegen andere Sichtweisen zu den behandelten Themen haben.",6,1.285714286
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,44,Ich kenne die Wichtigkeit der einzelnen Themen für unterschiedliche Situationen,7,1.857142857
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,45,"Mir ist klar, wie ich die behandelten Inhalte im Arbeitsalltag anwenden kann.",7,1.857142857
9,feedback_eigene Evaluation-09.csv,"Sonntag, 9. November 2025, 22:51",7,46,46,Was muss in Bezug zur Evaluation dieser beruflicher Handlungssituationen noch gesagt werden?,3,
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,1,Diese Berufliche Handlungssituation gefällt mir generell gut.,34,2.647058824
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,2,Die Lernatmosphäre ist angenehm.,34,2.147058824
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,3,Das Lernen macht mir Spaß.,34,2.441176471
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,4,Ich finde die Bearbeitung für meinen Beruf nützlich.,34,2.0
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,5,Zeit in die Bearbeitung zu investieren ist sinnvoll.,34,2.029411765
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,6,Ich kann die Bearbeitungsinhalte in meinem Beruf anwenden.,34,1.941176471
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,7,Ich ziehe persönlichen Nutzen aus der Bearbeitung.,34,2.323529412
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,8,Die Inhalte sind verständlich.,34,1.823529412
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,9,Die Sprache (Fremd- und Fachwörter) ist verständlich.,34,1.558823529
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,10,ch komme thematisch mit.,34,1.5
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,11,Die Zeit ist ausreichend für die bearbeiteten Themen.,34,1.5
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,12,"Ich habe den Eindruck, mein Wissen erweitert sich langfristig.",34,2.235294118
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,13,Ich kann mir die neuen Themen gut merken.,34,2.294117647
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,14,"Ich denke, ich werde auch einige Zeit nach der Bearbeitung noch berichten können, was ich gelernt habe.",34,2.647058824
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,15,Ich werde das Gelernte im beruflichen Alltag anwenden.,34,2.205882353
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,16,"Ich finde es gut, dass die beruflichen Handlungssituationen vermittelt bzw. besprochen werden.",34,2.029411765
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,17,Ich würde die Bearbeitung der Inhalte meinen Kollegen empfehlen.,34,2.441176471
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,18,Es werden zuerst Probleme thematisiert und durch ihre Bearbeitung lerne ich somit die Themen.,34,3.382352941
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,19,Ich kann echte Probleme bearbeiten und darin die zuvor gelernten Inhalte vertiefen.,34,3.088235294
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,20,Es werden wahre Vorfälle aus meinem Arbeitsalltag vorgestellt und durch das selbständige Entwickeln von Lösungen kann ich die Themen vertiefen.,34,2.911764706
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,21,"Es werden Situationen aus dem Arbeitsalltag vorgestellt und ich muss herausfinden, was das mit dem jeweiligen Thema zu tun hat.",34,3.323529412
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,22,"Es werden problematische Situationen aus dem Arbeitsalltag vorgestellt und ich muss herausfinden, mit welchen Fähigkeiten/welchem Wissen die Situation hätte verbessert werden können.",34,3.147058824
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,23,"In der beruflichen Handlungssituation werden Situationen vorgestellt, die ich dann auf die jeweilige Aufgabe hin genauer betrachte.",34,3.029411765
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,24,Ich kann mein eigenes Wissen in die Bearbeitung mit einbringen.,34,2.147058824
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,25,Auf meine bisherigen Erfahrungen zu den behandelten Themen wird eingegangen.,32,2.117647059
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,26,Ich kann mein berufliches Wissen in die Bearbeitung mit einbringen.,34,2.058823529
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,27,Ich kann meine bisherigen beruflichen Erlebnisse einbringen.,34,1.911764706
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,28,"Die Lernbegleiter*innen fordern mich auf, mein Wissen und meine Erlebnisse bei der Bearbeitung aus dem Berufsalltag einzubringen",34,3.176470588
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,29,Inhalte werden mit konkreten Beispielen erläutert.,34,2.705882353
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,30,Die Lernziele sind mir bekannt.,34,2.676470588
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,31,Die Lernziele werden erreicht.,33,2.176470588
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,32,"Die Lernbegleiter*innen machen deutlich, welches die zentralen Punkte der besprochenen Themen sind.",34,3.382352941
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,33,"Am Anfang der beruflichen Handlungssituation werden die Ziele bekannt gegeben, die mit der Bearbeitung erreicht werden sollten.",34,3.294117647
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,34,Die eingesetzten Medien sind für mein Verständnis hilfreich.,34,2.058823529
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,35,Die eingesetzten Medien sind zur Präsentation der Inhalte geeignet.,34,2.0
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,36,Ich kann das Gelernte bei der Bearbeitung üben.,34,2.911764706
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,37,Ich bekomme bei der Bearbeitung Feedback zu meinem Verhalten / meiner Leistung.,34,3.0
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,38,Ich kann das Feedback umsetzen und bei der Bearbeitung an meinem Verhalten / meiner Leistung arbeiten.,34,2.705882353
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,39,"Bei der Bearbeitung habe ich die Möglichkeit, Dinge, die ich später in der Arbeit umsetzen soll, schon einmal auszuprobieren.",34,3.176470588
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,40,"Das Feedback aus der Bearbeitung hilft mir, weiter am Gelernten zu arbeiten.",34,3.147058824
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,41,Inhalte werden in Diskussionen vertieft.,34,1.882352941
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,42,Ich habe Gelegenheit das Gelernte zu reflektieren.,34,2.323529412
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,43,"In der Diskussion erfahre ich, dass Kollegen andere Sichtweisen zu den behandelten Themen haben.",34,1.970588235
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,44,Ich kenne die Wichtigkeit der einzelnen Themen für unterschiedliche Situationen,34,2.176470588
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,45,"Mir ist klar, wie ich die behandelten Inhalte im Arbeitsalltag anwenden kann.",34,2.205882353
10,feedback_eigene Evaluation-10.csv,"Sonntag, 9. November 2025, 22:51",34,46,46,Was muss in Bezug zur Evaluation dieser beruflicher Handlungssituationen noch gesagt werden?,9,
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,1,Diese Berufliche Handlungssituation gefällt mir generell gut.,39,1.625
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,2,Die Lernatmosphäre ist angenehm.,40,2.125
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,3,Das Lernen macht mir Spaß.,40,2.025
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,4,Ich finde die Bearbeitung für meinen Beruf nützlich.,40,1.475
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,5,Zeit in die Bearbeitung zu investieren ist sinnvoll.,40,1.525
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,6,Ich kann die Bearbeitungsinhalte in meinem Beruf anwenden.,40,1.6
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,7,Ich ziehe persönlichen Nutzen aus der Bearbeitung.,40,1.525
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,8,Die Inhalte sind verständlich.,40,2.2
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,9,Die Sprache (Fremd- und Fachwörter) ist verständlich.,40,2.025
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,10,Ich komme thematisch mit.,40,1.975
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,11,Die Zeit ist ausreichend für die bearbeiteten Themen.,39,2.6
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,12,"Ich habe den Eindruck, mein Wissen erweitert sich langfristig.",40,1.9
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,13,Ich kann mir die neuen Themen gut merken.,40,2.325
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,14,"Ich denke, ich werde auch einige Zeit nach der Bearbeitung noch berichten können, was ich gelernt habe.",40,2.25
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,15,Ich werde das Gelernte im beruflichen Alltag anwenden.,40,1.675
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,16,"Ich finde es gut, dass die beruflichen Handlungssituationen vermittelt bzw. besprochen werden.",40,1.7
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,17,Ich würde die Bearbeitung der Inhalte meinen Kollegen empfehlen.,40,1.775
11,feedback_Eigene Evaluation-11.csv,"Sonntag, 9. November 2025, 22:51",40,46,18,Es werden zuerst Probleme thematisiert und durch ihre Bearbeitung lerne ich somit die Themen.,40,3.15
